Student_ID,Python_Level,SQL_Level,Java_Level,Preferred_Internship,Internship_Mode,Availability_Hours_Per_Week,Recommended_Internship_1,Recommended_Internship_2,Recommended_Internship_3,Improvement_1,Improvement_2,Improvement_3
1129,Advanced,Intermediate,Advanced,Digital Marketing Intern,Onsite,17,Digital Marketing Intern,AI/ML Intern,Web Development Intern,Improve time management,Improve communication skills,Learn basic data structures
1130,Beginner,Advanced,Beginner,Cloud Computing Intern,Hybrid,5,Cloud Computing Intern,Data Analytics Intern,Digital Marketing Intern,Explore basic machine learning concepts,Enhance logical thinking,Improve communication skills
1131,Beginner,Intermediate,Advanced,Data Analytics Intern,Hybrid,8,Data Analytics Intern,Cloud Computing Intern,AI/ML Intern,Strengthen problem-solving skills,Learn basic data structures,Improve Python fundamentals
1132,Intermediate,Beginner,Advanced,AI/ML Intern,Onsite,9,AI/ML Intern,Digital Marketing Intern,AI/ML Intern,Improve communication skills,Improve Python fundamentals,Learn basic data structures
1133,Advanced,Beginner,Beginner,Software Testing Intern,Onsite,25,Software Testing Intern,Web Development Intern,Software Testing Intern,Improve time management,Practice SQL queries,Explore basic machine learning concepts
1134,Advanced,Intermediate,Advanced,AI/ML Intern,Onsite,24,AI/ML Intern,Software Testing Intern,Digital Marketing Intern,Improve communication skills,Practice SQL queries,Improve Python fundamentals
1135,Beginner,Intermediate,Beginner,Software Testing Intern,Onsite,10,Software Testing Intern,Software Testing Intern,Software Testing Intern,Improve communication skills,Improve Python fundamentals,Work on real-world mini projects
1136,Advanced,Intermediate,Advanced,Data Analytics Intern,Hybrid,25,Data Analytics Intern,Digital Marketing Intern,Cybersecurity Intern,Improve time management,Explore basic machine learning concepts,Learn basic data structures
1137,Beginner,Intermediate,Intermediate,AI/ML Intern,Hybrid,25,AI/ML Intern,AI/ML Intern,Software Testing Intern,Learn version control using Git,Strengthen problem-solving skills,Enhance logical thinking
1138,Advanced,Intermediate,Intermediate,AI/ML Intern,Onsite,7,AI/ML Intern,AI/ML Intern,Digital Marketing Intern,Enhance logical thinking,Strengthen problem-solving skills,Improve time management
1139,Beginner,Beginner,Advanced,Cybersecurity Intern,Hybrid,10,Cybersecurity Intern,AI/ML Intern,AI/ML Intern,Improve communication skills,Improve Python fundamentals,Improve time management
1140,Intermediate,Advanced,Advanced,AI/ML Intern,Remote,9,AI/ML Intern,Cybersecurity Intern,Software Testing Intern,Work on real-world mini projects,Learn version control using Git,Learn basic data structures
1141,Intermediate,Beginner,Advanced,Cloud Computing Intern,Remote,28,Cloud Computing Intern,Cybersecurity Intern,Web Development Intern,Improve Python fundamentals,Work on real-world mini projects,Learn version control using Git
1142,Beginner,Beginner,Advanced,Web Development Intern,Remote,12,Web Development Intern,Software Testing Intern,Cloud Computing Intern,Work on real-world mini projects,Improve communication skills,Strengthen problem-solving skills
1143,Beginner,Beginner,Beginner,Cloud Computing Intern,Hybrid,15,Cloud Computing Intern,Cybersecurity Intern,Digital Marketing Intern,Work on real-world mini projects,Learn basic data structures,Strengthen problem-solving skills
1144,Advanced,Intermediate,Beginner,Data Analytics Intern,Onsite,20,Data Analytics Intern,Cloud Computing Intern,Software Testing Intern,Strengthen problem-solving skills,Learn basic data structures,Improve Python fundamentals
1145,Intermediate,Advanced,Advanced,Web Development Intern,Remote,6,Web Development Intern,Web Development Intern,Cloud Computing Intern,Work on real-world mini projects,Explore basic machine learning concepts,Improve communication skills
1146,Intermediate,Beginner,Beginner,AI/ML Intern,Remote,12,AI/ML Intern,Data Analytics Intern,Software Testing Intern,Learn version control using Git,Improve time management,Strengthen problem-solving skills
1147,Intermediate,Beginner,Advanced,Cybersecurity Intern,Hybrid,27,Cybersecurity Intern,Web Development Intern,AI/ML Intern,Work on real-world mini projects,Enhance logical thinking,Strengthen problem-solving skills
1148,Beginner,Intermediate,Intermediate,Web Development Intern,Hybrid,15,Web Development Intern,Web Development Intern,Cloud Computing Intern,Work on real-world mini projects,Practice SQL queries,Improve time management
1149,Beginner,Beginner,Intermediate,Cloud Computing Intern,Onsite,24,Cloud Computing Intern,Software Testing Intern,Software Testing Intern,Strengthen problem-solving skills,Learn version control using Git,Improve time management
1150,Intermediate,Advanced,Intermediate,Data Analytics Intern,Remote,13,Data Analytics Intern,Digital Marketing Intern,Software Testing Intern,Enhance logical thinking,Practice SQL queries,Improve communication skills
1151,Beginner,Beginner,Beginner,Digital Marketing Intern,Hybrid,9,Digital Marketing Intern,Cybersecurity Intern,Software Testing Intern,Practice SQL queries,Strengthen problem-solving skills,Learn version control using Git
1152,Intermediate,Beginner,Beginner,Cloud Computing Intern,Onsite,28,Cloud Computing Intern,Data Analytics Intern,AI/ML Intern,Improve communication skills,Strengthen problem-solving skills,Work on real-world mini projects
1153,Beginner,Intermediate,Intermediate,Data Analytics Intern,Onsite,18,Data Analytics Intern,AI/ML Intern,Digital Marketing Intern,Enhance logical thinking,Learn version control using Git,Practice SQL queries
1154,Advanced,Beginner,Intermediate,Cybersecurity Intern,Hybrid,20,Cybersecurity Intern,Cloud Computing Intern,Cloud Computing Intern,Explore basic machine learning concepts,Improve time management,Enhance logical thinking
1155,Beginner,Intermediate,Beginner,Cloud Computing Intern,Hybrid,18,Cloud Computing Intern,AI/ML Intern,Data Analytics Intern,Explore basic machine learning concepts,Learn basic data structures,Work on real-world mini projects
1156,Beginner,Beginner,Beginner,Data Analytics Intern,Hybrid,20,Data Analytics Intern,Data Analytics Intern,Data Analytics Intern,Strengthen problem-solving skills,Work on real-world mini projects,Improve Python fundamentals
1157,Beginner,Intermediate,Intermediate,AI/ML Intern,Hybrid,18,AI/ML Intern,Web Development Intern,Software Testing Intern,Learn basic data structures,Improve time management,Explore basic machine learning concepts
1158,Beginner,Beginner,Advanced,Software Testing Intern,Remote,17,Software Testing Intern,Web Development Intern,Software Testing Intern,Improve Python fundamentals,Learn version control using Git,Practice SQL queries
1159,Beginner,Advanced,Advanced,Web Development Intern,Onsite,24,Web Development Intern,Data Analytics Intern,AI/ML Intern,Strengthen problem-solving skills,Improve Python fundamentals,Improve time management
1160,Beginner,Beginner,Beginner,Web Development Intern,Hybrid,18,Web Development Intern,Software Testing Intern,AI/ML Intern,Strengthen problem-solving skills,Improve time management,Enhance logical thinking
1161,Advanced,Advanced,Advanced,Data Analytics Intern,Onsite,18,Data Analytics Intern,Data Analytics Intern,Web Development Intern,Practice SQL queries,Enhance logical thinking,Improve Python fundamentals
1162,Beginner,Beginner,Advanced,Web Development Intern,Hybrid,29,Web Development Intern,Web Development Intern,Cybersecurity Intern,Strengthen problem-solving skills,Explore basic machine learning concepts,Improve time management
1163,Intermediate,Advanced,Intermediate,Cloud Computing Intern,Hybrid,13,Cloud Computing Intern,Software Testing Intern,AI/ML Intern,Improve time management,Explore basic machine learning concepts,Improve communication skills
1164,Intermediate,Beginner,Intermediate,Web Development Intern,Hybrid,17,Web Development Intern,Cloud Computing Intern,Web Development Intern,Strengthen problem-solving skills,Learn basic data structures,Learn version control using Git
1165,Beginner,Intermediate,Beginner,Digital Marketing Intern,Hybrid,22,Digital Marketing Intern,Cybersecurity Intern,Data Analytics Intern,Improve time management,Work on real-world mini projects,Enhance logical thinking
1166,Advanced,Advanced,Intermediate,Digital Marketing Intern,Onsite,10,Digital Marketing Intern,AI/ML Intern,Data Analytics Intern,Improve Python fundamentals,Practice SQL queries,Learn version control using Git
1167,Beginner,Beginner,Beginner,Data Analytics Intern,Hybrid,29,Data Analytics Intern,Data Analytics Intern,AI/ML Intern,Practice SQL queries,Improve Python fundamentals,Learn basic data structures
1168,Advanced,Beginner,Beginner,AI/ML Intern,Hybrid,5,AI/ML Intern,Software Testing Intern,Web Development Intern,Improve communication skills,Learn basic data structures,Explore basic machine learning concepts
1169,Beginner,Intermediate,Beginner,Cloud Computing Intern,Hybrid,6,Cloud Computing Intern,Web Development Intern,Data Analytics Intern,Improve time management,Enhance logical thinking,Improve Python fundamentals
1170,Beginner,Intermediate,Beginner,Data Analytics Intern,Onsite,17,Data Analytics Intern,Digital Marketing Intern,Cybersecurity Intern,Explore basic machine learning concepts,Learn basic data structures,Practice SQL queries
1171,Advanced,Intermediate,Beginner,Software Testing Intern,Hybrid,8,Software Testing Intern,Cloud Computing Intern,Digital Marketing Intern,Practice SQL queries,Learn version control using Git,Work on real-world mini projects
1172,Beginner,Beginner,Advanced,Digital Marketing Intern,Onsite,20,Digital Marketing Intern,AI/ML Intern,AI/ML Intern,Improve time management,Improve Python fundamentals,Improve communication skills
1173,Advanced,Intermediate,Beginner,Software Testing Intern,Remote,27,Software Testing Intern,Digital Marketing Intern,Software Testing Intern,Learn basic data structures,Improve time management,Strengthen problem-solving skills
1174,Beginner,Advanced,Advanced,Software Testing Intern,Hybrid,25,Software Testing Intern,Digital Marketing Intern,AI/ML Intern,Explore basic machine learning concepts,Practice SQL queries,Enhance logical thinking
1175,Intermediate,Intermediate,Intermediate,Cloud Computing Intern,Onsite,6,Cloud Computing Intern,Cloud Computing Intern,Cloud Computing Intern,Learn version control using Git,Learn basic data structures,Explore basic machine learning concepts
1176,Beginner,Beginner,Advanced,Software Testing Intern,Onsite,8,Software Testing Intern,Cloud Computing Intern,Digital Marketing Intern,Improve Python fundamentals,Strengthen problem-solving skills,Improve communication skills
1177,Beginner,Intermediate,Beginner,Cybersecurity Intern,Onsite,10,Cybersecurity Intern,Data Analytics Intern,Cloud Computing Intern,Improve communication skills,Strengthen problem-solving skills,Work on real-world mini projects
1178,Intermediate,Intermediate,Beginner,Web Development Intern,Remote,27,Web Development Intern,Data Analytics Intern,Digital Marketing Intern,Enhance logical thinking,Improve communication skills,Improve time management
1179,Intermediate,Advanced,Beginner,Web Development Intern,Hybrid,20,Web Development Intern,Cybersecurity Intern,Cybersecurity Intern,Improve Python fundamentals,Practice SQL queries,Improve communication skills
1180,Advanced,Advanced,Beginner,Cybersecurity Intern,Onsite,21,Cybersecurity Intern,Web Development Intern,Software Testing Intern,Improve time management,Practice SQL queries,Explore basic machine learning concepts
1181,Intermediate,Advanced,Intermediate,Data Analytics Intern,Hybrid,6,Data Analytics Intern,Software Testing Intern,Digital Marketing Intern,Improve time management,Improve Python fundamentals,Learn basic data structures
1182,Advanced,Beginner,Beginner,Digital Marketing Intern,Remote,14,Digital Marketing Intern,Digital Marketing Intern,Web Development Intern,Learn version control using Git,Strengthen problem-solving skills,Improve time management
1183,Beginner,Intermediate,Intermediate,Software Testing Intern,Remote,16,Software Testing Intern,Web Development Intern,Web Development Intern,Enhance logical thinking,Improve time management,Explore basic machine learning concepts
1184,Beginner,Advanced,Beginner,Cybersecurity Intern,Onsite,11,Cybersecurity Intern,Data Analytics Intern,Data Analytics Intern,Learn version control using Git,Practice SQL queries,Work on real-world mini projects
1185,Advanced,Intermediate,Beginner,Software Testing Intern,Hybrid,20,Software Testing Intern,Web Development Intern,Cloud Computing Intern,Work on real-world mini projects,Improve communication skills,Enhance logical thinking
1186,Beginner,Intermediate,Beginner,Software Testing Intern,Remote,15,Software Testing Intern,Web Development Intern,Digital Marketing Intern,Improve time management,Improve Python fundamentals,Learn version control using Git
1187,Intermediate,Intermediate,Intermediate,AI/ML Intern,Remote,11,AI/ML Intern,Data Analytics Intern,Software Testing Intern,Improve Python fundamentals,Learn version control using Git,Improve communication skills
1188,Beginner,Beginner,Beginner,Web Development Intern,Onsite,17,Web Development Intern,Digital Marketing Intern,Cybersecurity Intern,Work on real-world mini projects,Improve communication skills,Enhance logical thinking
